new_idx,idx,cont_type,cont_target,cont_id,stimuli
231,8,situational inference,mc,7,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""How does her community celebrate milestones like this?"""
232,8,situational inference,mc,8,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""She must have so many stories and experiences by now."""
233,8,situational inference,mc,9,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""Does this mean she's now officially a ""seasoned"" nun?"""
234,8,situational inference,mc,10,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""Her mannerism came off as those of someone who's gone through more than that."""
235,8,event association,mc,11,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""I didn't know that, happy birthday to her!"""
236,8,event association,mc,12,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""She's in the prime of her life."""
237,8,event association,mc,13,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""What has she accomplished by this point in her life?"""
238,8,event association,mc,14,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""I bet that's turning into a new chapter in her life."""
239,8,event association,mc,15,"Meghan said, ""The nun, who used to get high grades in high school, has just turned 40."" Luke replied, ""I hope she's having a joyful celebration!"""
240,9,lexical overlap,arc,1,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""As if it's his first time to forget to do the laundry."""
241,9,lexical overlap,arc,2,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Does he ever do the laundry?"""
242,9,lexical overlap,arc,3,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""I get it, laundry piles up fast."""
243,9,lexical overlap,arc,4,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""That's not the only thing he forgot to do."""
244,9,lexical overlap,arc,5,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Doing the laundry is too boring for him, huh."""
245,9,situational inference,arc,6,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Does he not know how to plan, even as an analyst?"""
246,9,situational inference,arc,7,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""That's understandable, the market was skyrocketing yesterday."""
247,9,situational inference,arc,8,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""It's okay, he seemed quite distracted these days."""
248,9,situational inference,arc,9,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Did he get too busy with work?"""
249,9,situational inference,arc,10,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""He seemed overwhelmed with work-related things."""
250,9,event association,arc,11,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""He tends to overlook doing daily chores."""
251,9,event association,arc,12,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""I hope he has other stuff to wear."""
252,9,event association,arc,13,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""We should get a washing machine at the office for him."""
253,9,event association,arc,14,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""He didn't have detergent in the first place."""
254,9,event association,arc,15,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""I guess having clean clothes wasn't in his priority."""
255,9,lexical overlap,mc,1,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""When did he move to the U.S.?"""
256,9,lexical overlap,mc,2,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""I didn't know he was Vietnamese."""
257,9,lexical overlap,mc,3,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Did his family immigrated to the U.S., too?"""
258,9,lexical overlap,mc,4,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""That's why he was tuned into all the immigration laws."""
259,9,lexical overlap,mc,5,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""That's why he speaks Vietnamese so fluently."""
260,9,situational inference,mc,6,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""It's great of have people with a rich cultural background."""
261,9,situational inference,mc,7,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Diversity in the workplace is always a plus."""
262,9,situational inference,mc,8,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""I thought he was born here because he doesn't have an accent!"""
263,9,situational inference,mc,9,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Maybe that's why he has a different perspective than anybody else."""
264,9,situational inference,mc,10,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""American dream!"""
265,9,event association,mc,11,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Did he moved for work?"""
266,9,event association,mc,12,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Interesting upbringing, but it doesn't surprise me."""
267,9,event association,mc,13,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""What kind of visa status does he have?"""
268,9,event association,mc,14,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""Does he have a green card?"""
269,9,event association,mc,15,"Jonah said, ""The analyst, who forgot to do the laundry, is a U.S. immigrant from Vietnam."" Aaron replied, ""He has a good combination of skills and experiences!"""
270,10,lexical overlap,arc,1,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Was he too busy to handle the lawn himself?"""
271,10,lexical overlap,arc,2,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Why a teenager?"""
272,10,lexical overlap,arc,3,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Did he know the teenager before hiring them?"""
273,10,lexical overlap,arc,4,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I guess he was trying to the teenager a chance to earn some money."""
274,10,lexical overlap,arc,5,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I didn’t know the soccer player needed someone to mow the lawn!"""
275,10,situational inference,arc,6,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""That makes sense given how busy he is."""
276,10,situational inference,arc,7,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Do they live nearby?"""
277,10,situational inference,arc,8,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""How did they make that arrangement in the first place?"""
278,10,situational inference,arc,9,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Was this part of a campaign for his sponsorship?"""
279,10,situational inference,arc,10,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I hope that doesn't go against the law."""
280,10,event association,arc,11,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""How did he find someone to do that chore?"""
281,10,event association,arc,12,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I already knew about that, but who exactly ended up doing the work?"""
282,10,event association,arc,13,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""That's one way to handle chores."""
283,10,event association,arc,14,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Do you know how much he's paying that kid?"""
284,10,event association,arc,15,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""It's nice to offer young people opportunities."""
285,10,lexical overlap,mc,1,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Is there a reason why he prefers to sit on a blue couch?"""
286,10,lexical overlap,mc,2,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Well, it's actually a green couch."""
287,10,lexical overlap,mc,3,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Not sitting, he just lied down."""
288,10,lexical overlap,mc,4,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Looks like someone's a big fan of couches."""
289,10,lexical overlap,mc,5,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""His hair, shirts, pants, and everything are blue."""
290,10,situational inference,mc,6,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""He looks quite relaxed in that setting."""
291,10,situational inference,mc,7,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Is this a break from training?"""
292,10,situational inference,mc,8,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Apparently, it's his pre-game ritual."""
293,10,situational inference,mc,9,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Is he trying to take a short nap?"""
294,10,situational inference,mc,10,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""It must be a moment of relaxation."""
295,10,event association,mc,11,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I guess his legs were tired."""
296,10,event association,mc,12,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Five minutes ago he was lounging in a hammock."""
297,10,event association,mc,13,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""His coach is also resting on the bench."""
298,10,event association,mc,14,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""Yes he's chilling there even sipping coffee."""
299,10,event association,mc,15,"Trenton said, ""The soccer player, who hired a teenager to mow the lawn, is sitting on the blue couch."" Nicholas replied, ""I'm not surprised because he said his favorite activity is lying on a beanbag, reading books."""
300,11,lexical overlap,arc,1,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I thought Ashley was the real expert in cleaning."""
301,11,lexical overlap,arc,2,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""What do you mean by a good cleaning company?"""
302,11,lexical overlap,arc,3,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I didn't even know there are companies for cleaning."""
303,11,lexical overlap,arc,4,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Last time she suggested a good catering company."""
304,11,lexical overlap,arc,5,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Do you think Ashley will take that suggestion?"""
305,11,situational inference,arc,6,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""It's nice that someone was kind enough to talk to her."""
306,11,situational inference,arc,7,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Word-of-mouth advice often turns out to be the most reliable."""
307,11,situational inference,arc,8,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I'm not surprised because that lady talks to everybody in the department store."""
308,11,situational inference,arc,9,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Now someone's going to tidy up their house."""
309,11,situational inference,arc,10,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Of course, she's a walking consultant."""
310,11,event association,arc,11,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I wonder if she'll take the advice and reach out."""
311,11,event association,arc,12,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I think it was a good recommendation."""
312,11,event association,arc,13,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""It was a timely suggestion since Ashley needed some tidying up."""
313,11,event association,arc,14,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I hope it's a reliable place."""
314,11,event association,arc,15,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""That's all she did?"""
315,11,lexical overlap,mc,1,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Yes, always so calm."""
316,11,lexical overlap,mc,2,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Indeed, her calmness is truly impressive."""
317,11,lexical overlap,mc,3,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""I know her sister, and she is calm, too."""
318,11,lexical overlap,mc,4,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Staying calm under pressure is second. nature to her."""
319,11,lexical overlap,mc,5,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Her calm demeanor makes the clerk's job so much eaiser."""
320,11,situational inference,mc,6,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Maybe it's because she's been practicing mediation."""
321,11,situational inference,mc,7,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""It makes sense that she worked as an ER nurse for five years."""
322,11,situational inference,mc,8,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""But her partner is the exact opposite of that."""
323,11,situational inference,mc,9,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""No wonder she spent years managing high-stakes negotiations."""
324,11,situational inference,mc,10,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Interestingly, her sibling is nothing like her in that regard."""
325,11,event association,mc,11,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Yes, even in the most chaotic situations."""
326,11,event association,mc,12,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""She went through a lot in life, and it shaped her resilience and composure."""
327,11,event association,mc,13,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""It isn't just a natural trait; it's a testament to her perserverence."""
328,11,event association,mc,14,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Exactly, she always stays composed."""
329,11,event association,mc,15,"Zachary said, ""The customer, who suggested a good cleaning company to Ashley, is reliably calm under pressure."" Alondra replied, ""Right, she remains steady no matter the circumstances."""
330,12,lexical overlap,arc,1,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Now she's cut back to just one cup of coffee per day."""
331,12,lexical overlap,arc,2,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Three cups of coffee sounds like a lot, but a lot of programmers do that."""
332,12,lexical overlap,arc,3,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I wonder if she still drink that much coffee now."""
333,12,lexical overlap,arc,4,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I hope she didn't replace coffee with energy drinks."""
334,12,lexical overlap,arc,5,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Three cups of coffee a day sounds like a true programmer habit."""
335,12,situational inference,arc,6,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I'm guessing she was working on some intense projects back then."""
336,12,situational inference,arc,7,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I bet her schedule was packed with non-stop tasks."""
337,12,situational inference,arc,8,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I wouldn't be surprised if she was on back-to-back calls."""
338,12,situational inference,arc,9,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""That kind of routine suggests a lot of stress and deadlines."""
339,12,situational inference,arc,10,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""That sounds like a coping mechanism during her exam season in college."""
340,12,event association,arc,11,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She would drink lots of green tea, too."""
341,12,event association,arc,12,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Some people say it was bad habit, but I don't quite agree."""
342,12,event association,arc,13,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I think she developed that habit during her startup phase."""
343,12,event association,arc,14,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""It sounds like her routine while preparing for that coding competition."""
344,12,event association,arc,15,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She used to own a fancy espresso machine as well."""
345,12,lexical overlap,mc,1,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She probably had little sleep, and it's becoming hard to focus."""
346,12,lexical overlap,mc,2,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She's just any seconds away from falling asleep."""
347,12,lexical overlap,mc,3,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Are you sure she's not pretending to be asleep?"""
348,12,lexical overlap,mc,4,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Well, she looks like she's going to fall asleep, but she won't actually sleep."""
349,12,lexical overlap,mc,5,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""You should keep her from falling asleep!"""
350,12,situational inference,mc,6,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""The work has been piling up, and now she's paying the price."""
351,12,situational inference,mc,7,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Her mind is probably clouded after too many hours of work."""
352,12,situational inference,mc,8,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""With all the debugging, she's probably worn out by now."""
353,12,situational inference,mc,9,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""It's the end of a long coding marathon, and fatigue has set in."""
354,12,situational inference,mc,10,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""After that big push to finalize the feature, she's running on empty."""
355,12,event association,mc,11,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""Her body is signaling for rest after such an intense coding session."""
356,12,event association,mc,12,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""The project's demands have led her to this point of fatigue."""
357,12,event association,mc,13,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She's probably been immersed in this task for hours without a real break."""
358,12,event association,mc,14,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""She's ready to doze off."""
359,12,event association,mc,15,"Allison said, ""The programmer, who used to drink three cups of coffee every day, is about to fall asleep."" Lindsay replied, ""I can see sheer exhaustion on her face."""
360,13,lexical overlap,arc,1,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""How could she forget to lock the door?"""
361,13,lexical overlap,arc,2,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""The door is wide open now."""
362,13,lexical overlap,arc,3,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""Well, the door was already broken in the first place."""
363,13,lexical overlap,arc,4,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""I mean, she didn't even have the key to the door."""
364,13,lexical overlap,arc,5,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She's not the first person to forget to lock the door!"""
365,13,situational inference,arc,6,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""There's no privacy now!"""
366,13,situational inference,arc,7,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She was probably focused on other things."""
367,13,situational inference,arc,8,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""Probably she was rushing out."""
368,13,situational inference,arc,9,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She seemed quite distracted these days."""
369,13,situational inference,arc,10,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""It's a pretty common mistake that athletes make after a long practice."""
370,13,event association,arc,11,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She's been saying that things slip her mind more often lately."""
371,13,event association,arc,12,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""Her memory doesn't seem as sharp as it used to be."""
372,13,event association,arc,13,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She's quite oblivious to many things."""
373,13,event association,arc,14,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She tends to overlook many things."""
374,13,event association,arc,15,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She's quite inattentive to a lot of things."""
375,13,lexical overlap,mc,1,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""Yes, the media was saying that she was on a pretty strict diet to enhance endurance."""
376,13,lexical overlap,mc,2,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""After a long off-season, her diet helped her regain form quickly."""
377,13,lexical overlap,mc,3,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""With the regional championships near, her diet became critical."""
378,13,lexical overlap,mc,4,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She adjusted her diet to align with the training cycle."""
379,13,lexical overlap,mc,5,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""Her diet was especially important as she prepared for the Olympic qualifiers."""
380,13,situational inference,mc,6,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She was trying to stay lean and agile."""
381,13,situational inference,mc,7,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""It was part of her strategy to stay in top physical condition."""
382,13,situational inference,mc,8,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""It was all about maximizing her speed and performance in the water."""
383,13,situational inference,mc,9,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""The coach thought it was essential for her recovery after intense training."""
384,13,situational inference,mc,10,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""That was just one aspect of a disciplined approach to her training."""
385,13,event association,mc,11,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""It was her effort to stay in peak shape."""
386,13,event association,mc,12,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She was focusing on high-protein meals."""
387,13,event association,mc,13,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She avoided any foods that could hinder her training."""
388,13,event association,mc,14,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She was making sure to eat the right balance of nutrients."""
389,13,event association,mc,15,"Lucas said, ""The swimmer, who forgot to lock the door, was on a diet."" Arianna replied, ""She was limiting her carb intake before the big race."""
390,14,lexical overlap,arc,1,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She had to call a tow truck for help with the flat tire."""
391,14,lexical overlap,arc,2,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""That flat tire left her stranded on the side of the road."""
392,14,lexical overlap,arc,3,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""But she was able to change the tire before she had to leave for work."""
393,14,lexical overlap,arc,4,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""The tire issue happened and so she couldn't go run errands."""
394,14,lexical overlap,arc,5,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She had barely made it out of the parking lot when the flat tire happened."""
395,14,situational inference,arc,6,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""That's why she was late!"""
396,14,situational inference,arc,7,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""Because of that, she had to cancel her first appointment."""
397,14,situational inference,arc,8,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""But glad that didn't happen in the middle of a highway."""
398,14,situational inference,arc,9,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""It couldn't have come at a worse time, right before she had an interview."""
399,14,situational inference,arc,10,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""That's bizarre because she bought her car just last week!"""
400,14,event association,arc,11,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""It took longer than expected to fix, and so she couldn't make it to meeting."""
401,14,event association,arc,12,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She had no idea how long it would take to resolve it."""
402,14,event association,arc,13,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""She didn't realize how long the repair would take."""
403,14,event association,arc,14,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""Luckily she remembered to call the insurance company to resolve the issue."""
404,14,event association,arc,15,"Cole said, ""The optician, who had a flat tire, was talking to the tall nurse."" Shelby replied, ""But she had a spare in her trunk."""
