idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
1564,87,7,True,arc,Nicole,Mackenzie,"The comedian, who was mentioned in the newspaper, has red hair.","Nope,","Hey, wait a minute. No,",he was not.,he does not.
1565,87,8,False,arc,Nicole,Mackenzie,"The comedian, who has red hair, was mentioned in the newspaper.","Nope,","Hang on a minute. No,",he does not.,he was not.
1566,87,8,True,arc,Nicole,Mackenzie,"The comedian, who was mentioned in the newspaper, has red hair.","Nope,","Hang on a minute. No,",he was not.,he does not.
1567,88,0,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","No,","Wait no,",he does not.,he was not.
1568,88,0,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","No,","Wait no,",he was not.,he does not.
1569,88,1,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","No,","Hey, wait a minute. No,",he does not.,he was not.
1570,88,1,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","No,","Hey, wait a minute. No,",he was not.,he does not.
1571,88,2,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","No,","Hang on a minute. No,",he does not.,he was not.
1572,88,2,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","No,","Hang on a minute. No,",he was not.,he does not.
1573,88,3,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Thats not true. No,","Wait no,",he does not.,he was not.
1574,88,3,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Thats not true. No,","Wait no,",he was not.,he does not.
1575,88,4,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he was not.
1576,88,4,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Thats not true. No,","Hey, wait a minute. No,",he was not.,he does not.
1577,88,5,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Thats not true. No,","Hang on a minute. No,",he does not.,he was not.
1578,88,5,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Thats not true. No,","Hang on a minute. No,",he was not.,he does not.
1579,88,6,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Nope,","Wait no,",he does not.,he was not.
1580,88,6,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Nope,","Wait no,",he was not.,he does not.
1581,88,7,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Nope,","Hey, wait a minute. No,",he does not.,he was not.
1582,88,7,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Nope,","Hey, wait a minute. No,",he was not.,he does not.
1583,88,8,False,arc,Katie,Alexandria,"The florist, who enjoys baking apple pies, was born in 1992.","Nope,","Hang on a minute. No,",he does not.,he was not.
1584,88,8,True,arc,Katie,Alexandria,"The florist, who was born in 1992, enjoys baking apple pies.","Nope,","Hang on a minute. No,",he was not.,he does not.
1585,89,0,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","No,","Wait no,",he does not.,he was not.
1586,89,0,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","No,","Wait no,",he was not.,he does not.
1587,89,1,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","No,","Hey, wait a minute. No,",he does not.,he was not.
1588,89,1,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","No,","Hey, wait a minute. No,",he was not.,he does not.
1589,89,2,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","No,","Hang on a minute. No,",he does not.,he was not.
1590,89,2,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","No,","Hang on a minute. No,",he was not.,he does not.
1591,89,3,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Thats not true. No,","Wait no,",he does not.,he was not.
1592,89,3,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Thats not true. No,","Wait no,",he was not.,he does not.
1593,89,4,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he was not.
1594,89,4,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Thats not true. No,","Hey, wait a minute. No,",he was not.,he does not.
1595,89,5,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Thats not true. No,","Hang on a minute. No,",he does not.,he was not.
1596,89,5,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Thats not true. No,","Hang on a minute. No,",he was not.,he does not.
1597,89,6,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Nope,","Wait no,",he does not.,he was not.
1598,89,6,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Nope,","Wait no,",he was not.,he does not.
1599,89,7,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Nope,","Hey, wait a minute. No,",he does not.,he was not.
1600,89,7,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Nope,","Hey, wait a minute. No,",he was not.,he does not.
1601,89,8,False,arc,Melissa,Marco,"The librarian, who takes a vitamin everyday, was being chased by a few people.","Nope,","Hang on a minute. No,",he does not.,he was not.
1602,89,8,True,arc,Melissa,Marco,"The librarian, who was being chased by a few people, takes a vitamin everyday.","Nope,","Hang on a minute. No,",he was not.,he does not.
1603,90,0,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","No,","Wait no,",she does not.,she was not.
1604,90,0,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","No,","Wait no,",she was not.,she does not.
1605,90,1,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","No,","Hey, wait a minute. No,",she does not.,she was not.
1606,90,1,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","No,","Hey, wait a minute. No,",she was not.,she does not.
1607,90,2,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","No,","Hang on a minute. No,",she does not.,she was not.
1608,90,2,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","No,","Hang on a minute. No,",she was not.,she does not.
1609,90,3,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Thats not true. No,","Wait no,",she does not.,she was not.
1610,90,3,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Thats not true. No,","Wait no,",she was not.,she does not.
1611,90,4,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she was not.
1612,90,4,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Thats not true. No,","Hey, wait a minute. No,",she was not.,she does not.
1613,90,5,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Thats not true. No,","Hang on a minute. No,",she does not.,she was not.
1614,90,5,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Thats not true. No,","Hang on a minute. No,",she was not.,she does not.
1615,90,6,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Nope,","Wait no,",she does not.,she was not.
1616,90,6,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Nope,","Wait no,",she was not.,she does not.
1617,90,7,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Nope,","Hey, wait a minute. No,",she does not.,she was not.
1618,90,7,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Nope,","Hey, wait a minute. No,",she was not.,she does not.
1619,90,8,False,arc,Wyatt,Richard,"The waitress, who wears a fancy watch, was upset about the cleanliness of City Hall.","Nope,","Hang on a minute. No,",she does not.,she was not.
1620,90,8,True,arc,Wyatt,Richard,"The waitress, who was upset about the cleanliness of City Hall, wears a fancy watch.","Nope,","Hang on a minute. No,",she was not.,she does not.
1621,91,0,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","No,","Wait no,",he does not.,he would not.
1622,91,0,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","No,","Wait no,",he would not.,he does not.
1623,91,1,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","No,","Hey, wait a minute. No,",he does not.,he would not.
1624,91,1,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","No,","Hey, wait a minute. No,",he would not.,he does not.
1625,91,2,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","No,","Hang on a minute. No,",he does not.,he would not.
1626,91,2,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","No,","Hang on a minute. No,",he would not.,he does not.
1627,91,3,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Thats not true. No,","Wait no,",he does not.,he would not.
1628,91,3,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Thats not true. No,","Wait no,",he would not.,he does not.
1629,91,4,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he would not.
1630,91,4,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Thats not true. No,","Hey, wait a minute. No,",he would not.,he does not.
1631,91,5,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Thats not true. No,","Hang on a minute. No,",he does not.,he would not.
1632,91,5,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Thats not true. No,","Hang on a minute. No,",he would not.,he does not.
1633,91,6,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Nope,","Wait no,",he does not.,he would not.
1634,91,6,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Nope,","Wait no,",he would not.,he does not.
1635,91,7,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Nope,","Hey, wait a minute. No,",he does not.,he would not.
1636,91,7,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Nope,","Hey, wait a minute. No,",he would not.,he does not.
1637,91,8,False,arc,Charles,Christina,"The soccer player, who occasionally writes a blog about historical figures, would go to the movies every week.","Nope,","Hang on a minute. No,",he does not.,he would not.
1638,91,8,True,arc,Charles,Christina,"The soccer player, who would go to the movies every week, occasionally writes a blog about historical figures.","Nope,","Hang on a minute. No,",he would not.,he does not.
1639,92,0,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","No,","Wait no,",he does not.,he would not.
1640,92,0,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","No,","Wait no,",he would not.,he does not.
1641,92,1,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","No,","Hey, wait a minute. No,",he does not.,he would not.
1642,92,1,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","No,","Hey, wait a minute. No,",he would not.,he does not.
1643,92,2,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","No,","Hang on a minute. No,",he does not.,he would not.
1644,92,2,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","No,","Hang on a minute. No,",he would not.,he does not.
1645,92,3,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Thats not true. No,","Wait no,",he does not.,he would not.
1646,92,3,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Thats not true. No,","Wait no,",he would not.,he does not.
1647,92,4,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he would not.
1648,92,4,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Thats not true. No,","Hey, wait a minute. No,",he would not.,he does not.
1649,92,5,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Thats not true. No,","Hang on a minute. No,",he does not.,he would not.
1650,92,5,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Thats not true. No,","Hang on a minute. No,",he would not.,he does not.
1651,92,6,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Nope,","Wait no,",he does not.,he would not.
1652,92,6,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Nope,","Wait no,",he would not.,he does not.
1653,92,7,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Nope,","Hey, wait a minute. No,",he does not.,he would not.
1654,92,7,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Nope,","Hey, wait a minute. No,",he would not.,he does not.
1655,92,8,False,arc,Alejandro,Roberto,"The volunteer, who usually drives three hours a day, would have oatmeal for breakfast.","Nope,","Hang on a minute. No,",he does not.,he would not.
1656,92,8,True,arc,Alejandro,Roberto,"The volunteer, who would have oatmeal for breakfast, usually drives three hours a day.","Nope,","Hang on a minute. No,",he would not.,he does not.
1657,93,0,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","No,","Wait no,",she does not.,she would not.
1658,93,0,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","No,","Wait no,",she would not.,she does not.
1659,93,1,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","No,","Hey, wait a minute. No,",she does not.,she would not.
1660,93,1,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","No,","Hey, wait a minute. No,",she would not.,she does not.
1661,93,2,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","No,","Hang on a minute. No,",she does not.,she would not.
1662,93,2,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","No,","Hang on a minute. No,",she would not.,she does not.
1663,93,3,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Thats not true. No,","Wait no,",she does not.,she would not.
1664,93,3,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Thats not true. No,","Wait no,",she would not.,she does not.
1665,93,4,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she would not.
1666,93,4,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Thats not true. No,","Hey, wait a minute. No,",she would not.,she does not.
1667,93,5,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Thats not true. No,","Hang on a minute. No,",she does not.,she would not.
1668,93,5,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Thats not true. No,","Hang on a minute. No,",she would not.,she does not.
1669,93,6,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Nope,","Wait no,",she does not.,she would not.
1670,93,6,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Nope,","Wait no,",she would not.,she does not.
1671,93,7,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Nope,","Hey, wait a minute. No,",she does not.,she would not.
1672,93,7,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Nope,","Hey, wait a minute. No,",she would not.,she does not.
1673,93,8,False,arc,Jaden,Harrison,"The therapist, who has two sisters, would wear a yellow hat on sunny days.","Nope,","Hang on a minute. No,",she does not.,she would not.
1674,93,8,True,arc,Jaden,Harrison,"The therapist, who would wear a yellow hat on sunny days, has two sisters.","Nope,","Hang on a minute. No,",she would not.,she does not.
1675,94,0,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","No,","Wait no,",she does not.,she would not.
1676,94,0,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","No,","Wait no,",she would not.,she does not.
1677,94,1,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","No,","Hey, wait a minute. No,",she does not.,she would not.
1678,94,1,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","No,","Hey, wait a minute. No,",she would not.,she does not.
1679,94,2,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","No,","Hang on a minute. No,",she does not.,she would not.
1680,94,2,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","No,","Hang on a minute. No,",she would not.,she does not.
1681,94,3,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Thats not true. No,","Wait no,",she does not.,she would not.
1682,94,3,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Thats not true. No,","Wait no,",she would not.,she does not.
1683,94,4,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she would not.
1684,94,4,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Thats not true. No,","Hey, wait a minute. No,",she would not.,she does not.
1685,94,5,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Thats not true. No,","Hang on a minute. No,",she does not.,she would not.
1686,94,5,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Thats not true. No,","Hang on a minute. No,",she would not.,she does not.
1687,94,6,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Nope,","Wait no,",she does not.,she would not.
1688,94,6,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Nope,","Wait no,",she would not.,she does not.
1689,94,7,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Nope,","Hey, wait a minute. No,",she does not.,she would not.
1690,94,7,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Nope,","Hey, wait a minute. No,",she would not.,she does not.
1691,94,8,False,arc,Ethan,Gregory,"The actress, who has a neat handwriting, would wear a yellow hat on sunny days.","Nope,","Hang on a minute. No,",she does not.,she would not.
1692,94,8,True,arc,Ethan,Gregory,"The actress, who would wear a yellow hat on sunny days, has a neat handwriting.","Nope,","Hang on a minute. No,",she would not.,she does not.
1693,95,0,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","No,","Wait no,",she does not.,she would not.
1694,95,0,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","No,","Wait no,",she would not.,she does not.
1695,95,1,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","No,","Hey, wait a minute. No,",she does not.,she would not.
1696,95,1,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","No,","Hey, wait a minute. No,",she would not.,she does not.
1697,95,2,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","No,","Hang on a minute. No,",she does not.,she would not.
1698,95,2,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","No,","Hang on a minute. No,",she would not.,she does not.
1699,95,3,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Thats not true. No,","Wait no,",she does not.,she would not.
1700,95,3,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Thats not true. No,","Wait no,",she would not.,she does not.
1701,95,4,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she would not.
1702,95,4,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Thats not true. No,","Hey, wait a minute. No,",she would not.,she does not.
1703,95,5,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Thats not true. No,","Hang on a minute. No,",she does not.,she would not.
1704,95,5,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Thats not true. No,","Hang on a minute. No,",she would not.,she does not.
1705,95,6,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Nope,","Wait no,",she does not.,she would not.
1706,95,6,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Nope,","Wait no,",she would not.,she does not.
1707,95,7,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Nope,","Hey, wait a minute. No,",she does not.,she would not.
1708,95,7,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Nope,","Hey, wait a minute. No,",she would not.,she does not.
1709,95,8,False,arc,Travis,Bethany,"The colleague, who usually drives three hours a day, would stay out late on the weekends.","Nope,","Hang on a minute. No,",she does not.,she would not.
1710,95,8,True,arc,Travis,Bethany,"The colleague, who would stay out late on the weekends, usually drives three hours a day.","Nope,","Hang on a minute. No,",she would not.,she does not.
1711,96,0,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","No,","Wait no,",he does not.,he would not.
1712,96,0,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","No,","Wait no,",he would not.,he does not.
1713,96,1,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","No,","Hey, wait a minute. No,",he does not.,he would not.
1714,96,1,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","No,","Hey, wait a minute. No,",he would not.,he does not.
1715,96,2,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","No,","Hang on a minute. No,",he does not.,he would not.
1716,96,2,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","No,","Hang on a minute. No,",he would not.,he does not.
1717,96,3,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Thats not true. No,","Wait no,",he does not.,he would not.
1718,96,3,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Thats not true. No,","Wait no,",he would not.,he does not.
1719,96,4,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he would not.
1720,96,4,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Thats not true. No,","Hey, wait a minute. No,",he would not.,he does not.
1721,96,5,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Thats not true. No,","Hang on a minute. No,",he does not.,he would not.
1722,96,5,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Thats not true. No,","Hang on a minute. No,",he would not.,he does not.
1723,96,6,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Nope,","Wait no,",he does not.,he would not.
1724,96,6,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Nope,","Wait no,",he would not.,he does not.
1725,96,7,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Nope,","Hey, wait a minute. No,",he does not.,he would not.
1726,96,7,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Nope,","Hey, wait a minute. No,",he would not.,he does not.
1727,96,8,False,arc,Nicolas,Blake,"The researcher, who loves reading Russian books, would eat bananas at night.","Nope,","Hang on a minute. No,",he does not.,he would not.
1728,96,8,True,arc,Nicolas,Blake,"The researcher, who would eat bananas at night, loves reading Russian books.","Nope,","Hang on a minute. No,",he would not.,he does not.
1729,97,0,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","No,","Wait no,",he does not.,he would not.
1730,97,0,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","No,","Wait no,",he would not.,he does not.
1731,97,1,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","No,","Hey, wait a minute. No,",he does not.,he would not.
1732,97,1,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","No,","Hey, wait a minute. No,",he would not.,he does not.
1733,97,2,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","No,","Hang on a minute. No,",he does not.,he would not.
1734,97,2,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","No,","Hang on a minute. No,",he would not.,he does not.
1735,97,3,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Thats not true. No,","Wait no,",he does not.,he would not.
1736,97,3,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Thats not true. No,","Wait no,",he would not.,he does not.
1737,97,4,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he would not.
1738,97,4,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Thats not true. No,","Hey, wait a minute. No,",he would not.,he does not.
1739,97,5,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Thats not true. No,","Hang on a minute. No,",he does not.,he would not.
1740,97,5,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Thats not true. No,","Hang on a minute. No,",he would not.,he does not.
1741,97,6,False,arc,Courtney,Lindsey,"The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends.","Nope,","Wait no,",he does not.,he would not.
1742,97,6,True,arc,Courtney,Lindsey,"The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile.","Nope,","Wait no,",he would not.,he does not.
