item,verb1,verb2,subj,vp1,vp2,prn,name1,name2,continuation,continuation_type,vp,continuation_id
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,She should go through this alone.,situational inference,2,9
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,That's heartbreaking.,situational inference,2,10
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,Loss like that is so difficult to handle.,event association,2,11
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,"Her sister passed away just a month ago, too.",event association,2,12
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,Grief can manifest in so many ways.,event association,2,13
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,How's the rest of the family doing?,event association,2,14
7,did,has,The violinist,bought an ice cream cake for dessert,has lost a child,she,Isabel,Sebastian,Did she have ongoing medical issues?,event association,2,15
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"It wasn't just in high school, she did great in middle school, too.",lexical overlap,1,1
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,How high are we talking about?,lexical overlap,1,2
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,Was it just in high school?,lexical overlap,1,3
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,And she gets low grades?,lexical overlap,1,4
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"Well, the one who used to get high grades was her sister, not her.",lexical overlap,1,5
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,She must have worked really hard!,situational inference,1,6
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,It sounds like she's always been disciplined.,situational inference,1,7
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,What made her become a nun after that?,situational inference,1,8
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,Is that why she came to have a strong faith in divine power?,situational inference,1,9
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,That makes sense--being a nun requires a lot of dedication.,situational inference,1,10
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,What subjects was she good at?,event association,1,11
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,Do you know if she had a favorite subject?,event association,1,12
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,Did she go to a religious school?,event association,1,13
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,I wonder if her education had an influence on her faith.,event association,1,14
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"High grades, holy habits.",event association,1,15
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,How does she feel about turning 40?,lexical overlap,2,1
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"Forty is not an easy age, I can tell you that.",lexical overlap,2,2
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"Well, they say life begins at 40!",lexical overlap,2,3
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,What does turning 40 mean for her faith journey?,lexical overlap,2,4
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,I guess 40 is the new holy.,lexical overlap,2,5
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"She looks so young, though!",situational inference,2,6
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,How does her community celebrate milestones like this?,situational inference,2,7
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,She must have so many stories and experiences by now.,situational inference,2,8
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"Does this mean she's now officially a ""seasoned"" nun?",situational inference,2,9
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,Her mannerism came off as those of someone who's gone through more than that.,situational inference,2,10
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,"I didn't know that, happy birthday to her!",event association,2,11
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,She's in the prime of her life.,event association,2,12
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,What has she accomplished by this point in her life?,event association,2,13
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,I bet that's turning into a new chapter in her life.,event association,2,14
8,did,has,The nun,used to get high grades in high school,has just turned 40,she,Meghan,Luke,I hope she's having a joyful celebration!,event association,2,15
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,As if it's his first time to forget to do the laundry.,lexical overlap,1,1
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Does he ever do the laundry?,lexical overlap,1,2
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"I get it, laundry piles up fast.",lexical overlap,1,3
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,That's not the only thing he forgot to do.,lexical overlap,1,4
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"Doing the laundry is too boring for him, huh.",lexical overlap,1,5
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"Does he not know how to plan, even as an analyst?",situational inference,1,6
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"That's understandable, the market was skyrocketing yesterday.",situational inference,1,7
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"It's okay, he seemed quite distracted these days.",situational inference,1,8
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Did he get too busy with work?,situational inference,1,9
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,He seemed overwhelmed with work-related things.,situational inference,1,10
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,He tends to overlook doing daily chores.,event association,1,11
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,I hope he has other stuff to wear.,event association,1,12
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,We should get a washing machine at the office for him.,event association,1,13
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,He didn't have detergent in the first place.,event association,1,14
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,I guess having clean clothes wasn't in his priority.,event association,1,15
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,When did he move to the U.S.?,lexical overlap,2,1
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,I didn't know he was Vietnamese.,lexical overlap,2,2
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"Did his family immigrated to the U.S., too?",lexical overlap,2,3
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,That's why he was tuned into all the immigration laws.,lexical overlap,2,4
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,That's why he speaks Vietnamese so fluently.,lexical overlap,2,5
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,It's great of have people with a rich cultural background.,situational inference,2,6
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Diversity in the workplace is always a plus.,situational inference,2,7
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,I thought he was born here because he doesn't have an accent!,situational inference,2,8
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Maybe that's why he has a different perspective than anybody else.,situational inference,2,9
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,American dream!,situational inference,2,10
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Did he moved for work?,event association,2,11
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,"Interesting upbringing, but it doesn't surprise me.",event association,2,12
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,What kind of visa status does he have?,event association,2,13
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,Does he have a green card?,event association,2,14
9,did,is,The analyst,forgot to do the laundry,is a U.S. immigrant from Vietnam,he,Jonah,Aaron,He has a good combination of skills and experiences!,event association,2,15
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Was he too busy to handle the lawn himself?,lexical overlap,1,1
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Why a teenager?,lexical overlap,1,2
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Did he know the teenager before hiring them?,lexical overlap,1,3
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,I guess he was trying to the teenager a chance to earn some money.,lexical overlap,1,4
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,I didn’t know the soccer player needed someone to mow the lawn!,lexical overlap,1,5
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,That makes sense given how busy he is.,situational inference,1,6
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Do they live nearby?,situational inference,1,7
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,How did they make that arrangement in the first place?,situational inference,1,8
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Was this part of a campaign for his sponsorship?,situational inference,1,9
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,I hope that doesn't go against the law.,situational inference,1,10
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,How did he find someone to do that chore?,event association,1,11
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"I already knew about that, but who exactly ended up doing the work?",event association,1,12
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,That's one way to handle chores.,event association,1,13
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Do you know how much he's paying that kid?,event association,1,14
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,It's nice to offer young people opportunities.,event association,1,15
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Is there a reason why he prefers to sit on a blue couch?,lexical overlap,2,1
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"Well, it's actually a green couch.",lexical overlap,2,2
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"Not sitting, he just lied down.",lexical overlap,2,3
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Looks like someone's a big fan of couches.,lexical overlap,2,4
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"His hair, shirts, pants, and everything are blue.",lexical overlap,2,5
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,He looks quite relaxed in that setting.,situational inference,2,6
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Is this a break from training?,situational inference,2,7
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"Apparently, it's his pre-game ritual.",situational inference,2,8
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Is he trying to take a short nap?,situational inference,2,9
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,It must be a moment of relaxation.,situational inference,2,10
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,I guess his legs were tired.,event association,2,11
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Five minutes ago he was lounging in a hammock.,event association,2,12
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,His coach is also resting on the bench.,event association,2,13
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,Yes he's chilling there even sipping coffee.,event association,2,14
10,"[('did', 'is')]",is,The soccer player,hired a teenager to mow the lawn,is sitting on the blue couch,he,Trenton,Nicholas,"I'm not surprised because he said his favorite activity is lying on a beanbag, reading books.",event association,2,15
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I thought Ashley was the real expert in cleaning.,lexical overlap,1,1
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,What do you mean by a good cleaning company?,lexical overlap,1,2
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I didn't even know there are companies for cleaning.,lexical overlap,1,3
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Last time she suggested a good catering company.,lexical overlap,1,4
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Do you think Ashley will take that suggestion?,lexical overlap,1,5
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,It's nice that someone was kind enough to talk to her.,situational inference,1,6
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Word-of-mouth advice often turns out to be the most reliable.,situational inference,1,7
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I'm not surprised because that lady talks to everybody in the department store.,situational inference,1,8
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Now someone's going to tidy up their house.,situational inference,1,9
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Of course, she's a walking consultant.",situational inference,1,10
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I wonder if she'll take the advice and reach out.,event association,1,11
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I think it was a good recommendation.,event association,1,12
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,It was a timely suggestion since Ashley needed some tidying up.,event association,1,13
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,I hope it's a reliable place.,event association,1,14
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,That's all she did?,event association,1,15
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Yes, always so calm.",lexical overlap,2,1
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Indeed, her calmness is truly impressive.",lexical overlap,2,2
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"I know her sister, and she is calm, too.",lexical overlap,2,3
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Staying calm under pressure is second. nature to her.,lexical overlap,2,4
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Her calm demeanor makes the clerk's job so much eaiser.,lexical overlap,2,5
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,Maybe it's because she's been practicing mediation.,situational inference,2,6
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,It makes sense that she worked as an ER nurse for five years.,situational inference,2,7
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,But her partner is the exact opposite of that.,situational inference,2,8
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,No wonder she spent years managing high-stakes negotiations.,situational inference,2,9
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Interestingly, her sibling is nothing like her in that regard.",situational inference,2,10
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Yes, even in the most chaotic situations.",event association,2,11
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"She went through a lot in life, and it shaped her resilience and composure.",event association,2,12
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,It isn't just a natural trait; it's a testament to her perserverence.,event association,2,13
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Exactly, she always stays composed.",event association,2,14
11,did,is,The customer,suggested a good cleaning company to Ashley,is reliably calm under pressure,she,Zachary,Alondra,"Right, she remains steady no matter the circumstances.",event association,2,15
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,Now she's cut back to just one cup of coffee per day.,lexical overlap,1,1
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"Three cups of coffee sounds like a lot, but a lot of programmers do that.",lexical overlap,1,2
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I wonder if she still drink that much coffee now.,lexical overlap,1,3
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I hope she didn't replace coffee with energy drinks.,lexical overlap,1,4
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,Three cups of coffee a day sounds like a true programmer habit.,lexical overlap,1,5
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I'm guessing she was working on some intense projects back then.,situational inference,1,6
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I bet her schedule was packed with non-stop tasks.,situational inference,1,7
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I wouldn't be surprised if she was on back-to-back calls.,situational inference,1,8
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,That kind of routine suggests a lot of stress and deadlines.,situational inference,1,9
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,That sounds like a coping mechanism during her exam season in college.,situational inference,1,10
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"She would drink lots of green tea, too.",event association,1,11
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"Some people say it was bad habit, but I don't quite agree.",event association,1,12
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I think she developed that habit during her startup phase.,event association,1,13
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,It sounds like her routine while preparing for that coding competition.,event association,1,14
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,She used to own a fancy espresso machine as well.,event association,1,15
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"She probably had little sleep, and it's becoming hard to focus.",lexical overlap,2,1
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,She's just any seconds away from falling asleep.,lexical overlap,2,2
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,Are you sure she's not pretending to be asleep?,lexical overlap,2,3
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"Well, she looks like she's going to fall asleep, but she won't actually sleep.",lexical overlap,2,4
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,You should keep her from falling asleep!,lexical overlap,2,5
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"The work has been piling up, and now she's paying the price.",situational inference,2,6
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,Her mind is probably clouded after too many hours of work.,situational inference,2,7
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"With all the debugging, she's probably worn out by now.",situational inference,2,8
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"It's the end of a long coding marathon, and fatigue has set in.",situational inference,2,9
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,"After that big push to finalize the feature, she's running on empty.",situational inference,2,10
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,Her body is signaling for rest after such an intense coding session.,event association,2,11
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,The project's demands have led her to this point of fatigue.,event association,2,12
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,She's probably been immersed in this task for hours without a real break.,event association,2,13
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,She's ready to doze off.,event association,2,14
12,did,is,The programmer,used to drink three cups of coffee every day,is about to fall asleep,she,Allison,Lindsay,I can see sheer exhaustion on her face.,event association,2,15
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,How could she forget to lock the door?,lexical overlap,1,1
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,The door is wide open now.,lexical overlap,1,2
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,"Well, the door was already broken in the first place.",lexical overlap,1,3
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,"I mean, she didn't even have the key to the door.",lexical overlap,1,4
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She's not the first person to forget to lock the door!,lexical overlap,1,5
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,There's no privacy now!,situational inference,1,6
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She was probably focused on other things.,situational inference,1,7
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,Probably she was rushing out.,situational inference,1,8
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She seemed quite distracted these days.,situational inference,1,9
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,It's a pretty common mistake that athletes make after a long practice.,situational inference,1,10
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She's been saying that things slip her mind more often lately.,event association,1,11
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,Her memory doesn't seem as sharp as it used to be.,event association,1,12
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She's quite oblivious to many things.,event association,1,13
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She tends to overlook many things.,event association,1,14
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She's quite inattentive to a lot of things.,event association,1,15
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,"Yes, the media was saying that she was on a pretty strict diet to enhance endurance.",lexical overlap,2,1
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,"After a long off-season, her diet helped her regain form quickly.",lexical overlap,2,2
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,"With the regional championships near, her diet became critical.",lexical overlap,2,3
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She adjusted her diet to align with the training cycle.,lexical overlap,2,4
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,Her diet was especially important as she prepared for the Olympic qualifiers.,lexical overlap,2,5
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She was trying to stay lean and agile.,situational inference,2,6
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,It was part of her strategy to stay in top physical condition.,situational inference,2,7
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,It was all about maximizing her speed and performance in the water.,situational inference,2,8
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,The coach thought it was essential for her recovery after intense training.,situational inference,2,9
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,That was just one aspect of a disciplined approach to her training.,situational inference,2,10
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,It was her effort to stay in peak shape.,event association,2,11
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She was focusing on high-protein meals.,event association,2,12
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She avoided any foods that could hinder her training.,event association,2,13
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She was making sure to eat the right balance of nutrients.,event association,2,14
13,did,was,The swimmer,forgot to lock the door,was on a diet,she,Lucas,Arianna,She was limiting her carb intake before the big race.,event association,2,15
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She had to call a tow truck for help with the flat tire.,lexical overlap,1,1
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,That flat tire left her stranded on the side of the road.,lexical overlap,1,2
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,But she was able to change the tire before she had to leave for work.,lexical overlap,1,3
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,The tire issue happened and so she couldn't go run errands.,lexical overlap,1,4
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She had barely made it out of the parking lot when the flat tire happened.,lexical overlap,1,5
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,That's why she was late!,situational inference,1,6
